country,penetration,year
MWI,16.33,2010
MWI,18.67,2011
MWI,20.39,2012
MWI,21.560000000000002,2013
MWI,23.189999999999998,2014
MWI,25.180000000000003,2015
MWI,27.339999999999996,2016
MWI,29.75,2017
MWI,31.569999999999997,2018
MWI,32.89,2019
MWI,34.11,2020
MWI,35.3,2021
MWI,36.54,2022
MWI,37.82,2023
MWI,39.14,2024
MWI,40.51,2025
MWI,41.93,2026
MWI,43.4,2027
MWI,44.92,2028
MWI,46.49,2029
MWI,48.12,2030
